cnpj;nm_fundo;gestor;classif_cvm;classif_anbima;aplicacao_inicial;mov_minima;saldo_perm;cotizacao;liquidacao;tx_adm;tx_performance;dt_inicio;ret_mes_jul_23;ret_2023;ret_12m;ret_24m;ret_36m;ret_cdi_mes_jul_23;ret_cdi_2023;ret_cdi_12m;ret_cdi_24m;ret_cdi_36m;vol_12m;vol_begin;sharpe_12m;sharpe_begin;pl_milhares
32076219000160;Absolute Vertex S Fc FI Mult;Absolute;Multimercado;Multimercados Macro; R$ 10.000 ; R$ 1.000 ; R$ 5.000 ;D+029;D+030;1,90%;-;24/7/2019;2,42%;9,65%;18,80%;40,71%;48,43%;225,91%;126,25%;138,36%;167,56%;177,23%;4,07%;4,40%;1,15;1,01;1.000.115,76 
34287172000100;Absolute Vertex Selection Fc FI Mult;Absolute;Multimercado;Multimercados Macro; R$ 10.000 ; R$ 10.000 ; R$ 5.000 ;D+044;D+045;1,90%;-;30/8/2019;2,41%;9,64%;18,76%;40,55%;48,08%;224,61%;126,23%;138,10%;166,91%;175,95%;4,07%;4,38%;1,14;1,08;37.295,22 
41075637000124;Absolute Vertex Whg Fc FI Mult;Absolute;Multimercado;Multimercados Macro; R$ 50.000 ; R$ 50.000 ; R$ 50.000 ;D+044;D+045;1,90%;20.0000% que exceder 100.0000  do CDI;13/5/2021;2,41%;9,67%;18,85%;40,78%;-;224,49%;126,55%;138,71%;167,86%;-;4,06%;4,03%;1,17;1,61;315.309,29 
41163518000123;Absoluto Part Vc Fc FI Mult Cred Priv Ie;Absoluto Partners Gestao de Recursos Ltd;Multimercado;Multimercados Invest. no Exterior; - ; - ; - ;D+000;D+005;1,53%;20,0000% que exceder 100,0000 do Outros;1/6/2021;-0,51%;70,12%;67,37%;11,06%;-;-47,36%;917,84%;495,89%;45,51%;-;54,63%;67,01%;1,30;0,27;160.827,55 
34258751000124;Absoluto Partners Advisory FIC FIA;Absoluto Partners Gestao de Recursos Ltd;Ações;Ações Livre; R$ 50.000 ; R$ 10.000 ; R$ 50.000 ;D+060;D+062;1,85%;20.0000% que exceder 100.0000  do Outros, IPCA+X + IMA-B 5+;26/8/2019;4,80%;24,80%;19,71%;-20,72%;-6,35%;447,46%;324,58%;145,04%;-85,29%;-23,23%;24,51%;29,64%;0,35;0,19;335.166,54 
32738755000184;Absoluto Partners FIC FIA I;Absoluto Partners Gestao de Recursos Ltd;Ações;Ações Livre; R$ 200.000 ; R$ 10.000 ; R$ 50.000 ;D+060;D+062;1,85%;15.0000% que exceder 100.0000  do Outros, IPCA+X + IMA-B 5+;8/4/2019;4,81%;24,81%;19,71%;-20,71%;-5,53%;448,36%;324,69%;145,10%;-85,26%;-20,22%;24,55%;29,05%;0,35;0,37;286.510,79 
34581178000195;Absoluto Partners FIC FIA II;Absoluto Partners Gestao de Recursos Ltd;Ações;Ações Livre; R$ 200.000 ; R$ 10.000 ; R$ 50.000 ;D+060;D+062;1,85%;20.0000% que exceder 100.0000  do Outros, IPCA+X + IMA-B 5+;17/9/2019;4,76%;24,75%;19,69%;-20,73%;-6,29%;444,27%;323,96%;144,94%;-85,32%;-23,03%;24,49%;29,77%;0,35;0,15;320.057,61 
33019532000120;Absoluto Partners I.1 Fc FIA;Absoluto Partners Gestao de Recursos Ltd;Ações;Ações Livre; - ; - ; - ;D+060;D+062;1,91%;15 % QUE EXCEDER 100 % DO Outros;28/8/2019;4,80%;24,75%;19,61%;-20,85%;-5,78%;447,64%;323,91%;144,36%;-85,82%;-21,14%;24,55%;29,91%;0,35;0,19;547.430,94 
33019558000178;Absoluto Partners I.2 Fc de FIA;Absoluto Partners Gestao de Recursos Ltd;Ações;Ações Livre; - ; - ; - ;D+060;D+062;1,91%;20 % QUE EXCEDER 100 % DO Outros;27/9/2019;4,72%;24,59%;19,48%;-20,95%;-6,65%;440,54%;321,85%;143,35%;-86,23%;-24,33%;24,44%;29,94%;0,34;0,14;1.162.701,02 
34258680000160;Absoluto Partners Inst FIC FIA;Absoluto Partners Gestao de Recursos Ltd;Ações;Ações Livre; R$ 200.000 ; R$ 10.000 ; R$ 50.000 ;D+060;D+062;3,00%;-;15/8/2019;4,68%;17,46%;12,68%;-25,66%;-15,64%;436,86%;228,50%;93,31%;-105,61%;-57,24%;26,24%;30,89%;0,10;0,06;409.607,72 
38065123000183;Absoluto Partners Inst II FIC FIA;Absoluto Partners Gestao de Recursos Ltd;Ações;Ações Livre; R$ 200.000 ; R$ 10.000 ; R$ 50.000 ;D+001;D+003;3,00%;-;10/9/2020;4,45%;21,42%;16,44%;-23,49%;-;415,35%;280,33%;121,01%;-96,70%;-;24,27%;23,82%;0,23;-0,33;128.343,37 
34270963000127;Absoluto Partners Inst V FIC FIA;Absoluto Partners Gestao de Recursos Ltd;Ações;Ações Livre; R$ 50.000 ; R$ 10.000 ; R$ 50.000 ;D+060;D+062;2,25%;-;2/9/2019;4,74%;17,94%;13,47%;-24,59%;-13,83%;442,42%;234,81%;99,12%;-101,22%;-50,60%;26,23%;30,98%;0,13;0,07;86.057,70 
34579213000131;Absoluto Partners Oj FIC FIA;Absoluto Partners Gestao de Recursos Ltd;Ações;Ações Livre; R$ 200.000 ; R$ 10.000 ; R$ 50.000 ;D+060;D+062;1,85%;20.0000% que exceder 100.0000  do Outros, IPCA+X + IMA-B 5+;3/9/2019;4,60%;24,27%;19,24%;-21,08%;-7,21%;428,67%;317,64%;141,60%;-86,79%;-26,38%;24,06%;29,72%;0,34;0,17;213.542,50 
34258782000185;Absoluto Partners P FIC FIA I;Absoluto Partners Gestao de Recursos Ltd;Ações;Ações Livre; R$ 200.000 ; R$ 10.000 ; R$ 50.000 ;D+060;D+062;1,85%;15.0000% que exceder 100.0000  do Outros, IPCA+X + IMA-B 5+;15/8/2019;4,81%;24,82%;19,75%;-20,69%;-5,51%;448,50%;324,86%;145,35%;-85,16%;-20,15%;24,55%;29,81%;0,35;0,20;527.904,38 
34270949000123;Absoluto Partners P FIC FIA II;Absoluto Partners Gestao de Recursos Ltd;Ações;Ações Livre; R$ 200.000 ; R$ 10.000 ; R$ 50.000 ;D+060;D+062;1,85%;20% que exceder 100% do Outros;17/9/2019;4,67%;24,40%;19,39%;-20,93%;-6,89%;435,70%;319,38%;142,73%;-86,15%;-25,23%;24,46%;29,86%;0,34;0,15;284.588,76 
34441812000194;Absoluto Partners Pvt Fc Acoes;Itau Dtvm;Ações;Ações Livre; R$ 1.000.000 ; R$ 1 ; R$ 1 ;D+060;D+062;1,91%;-;2/9/2019;4,71%;23,99%;19,06%;-20,29%;-5,14%;438,92%;314,04%;140,30%;-83,52%;-18,80%;24,02%;120,28%;0,33;2,09;112.602,91 
38537579000107;Absoluto Partners Tt FIC FIA;Absoluto Partners Gestao de Recursos Ltd;Ações;Ações Livre; R$ 200.000 ; R$ 10.000 ; R$ 50.000 ;D+001;D+003;1,85%;20 % QUE EXCEDER 100 % DO IMA-B 5+;13/10/2020;4,73%;24,64%;19,54%;-20,83%;-;441,20%;322,52%;143,84%;-85,75%;-;24,48%;24,16%;0,35;-0,42;186.715,50 
47313469000144;Absoluto Partners W Fc FIA;Absoluto Partners Gestao de Recursos Ltd;Ações;Ações Livre; R$ 200.000 ; R$ 10.000 ; R$ 20.000 ;D+060;D+062;1,85%;20,0000% que exceder 100,0000 do Outros;8/9/2022;4,33%;21,97%;-;-;-;403,79%;287,58%;-;-;-;-;23,07%;-;-0,09;59.313,39 
18214066000140;Ac2 All Equities FIA;Ac2 Investimentos Ltda;Ações;Ações Livre; R$ 1.000 ; R$ 1.000 ; R$ 1.000 ;D+030;D+032;2,00%;20 % QUE EXCEDER 100 % DO Ibovespa Fechamento;10/11/2016;5,33%;14,91%;10,84%;-7,52%;-1,32%;497,63%;195,09%;79,80%;-30,97%;-4,82%;18,20%;28,13%;-0,04;0,14;21.905,30 
38064885000165;Access China Advan FI Mult Cred Priv Ie;BTG Pactual Wm Gestao de Recursos Ltda;Multimercado;Multimercados Invest. no Exterior; R$ 25.000 ; R$ 25.000 ; R$ 25.000 ;D+120;D+122;0,75%;-;28/8/2020;3,01%;-0,09%;-13,09%;-18,80%;-;280,91%;-1,11%;-96,35%;-77,39%;-;21,48%;18,97%;-1,01;-0,27;166.411,44 
41514699000195;Access China Advantage A21 FIA Ie;BTG Pactual Wm Gestao de Recursos Ltda;Ações;Ações Invest. no Exterior; R$ 10.000 ; R$ 10.000 ; R$ 10.000 ;D+120;D+122;0,75%;-;26/4/2021;3,08%;-0,67%;-15,94%;-18,19%;-;287,50%;-8,80%;-117,29%;-74,87%;-;-;-;-;-;59.318,45 
07657641000162;Access Equity World FIA - Ie Sus Is;BNP Paribas Asset;Ações;Ações Invest. no Exterior; R$ 1.000 ; R$ 1.000 ; R$ 1.000 ;D+001;D+005;0,70%;-;19/9/2011;0,68%;-2,05%;-3,81%;-12,19%;11,83%;63,74%;-26,90%;-28,05%;-50,17%;43,29%;17,73%;16,32%;-0,79;0,47;19.076,54 
11147668000182;Access Usa Companies FIA Ie;BNP Paribas Asset;Ações;Ações Invest. no Exterior; R$ 1.000 ; R$ 1.000 ; R$ 1.000 ;D+001;D+005;0,70%;-;28/7/2010;1,84%;14,49%;4,35%;-12,18%;19,24%;171,94%;189,62%;32,04%;-50,14%;70,41%;25,14%;20,88%;-0,20;0,53;174.525,52 
39992830000188;Ace Capital Absoluto Fc FIA;Grou Capital Ltda;Ações;Ações Livre; R$ -   ; R$ 5.000 ; R$ 5.000 ;D+030;D+032;2,00%;20% que exceder 100% do IMA-B;21/6/2021;4,60%;13,92%;20,83%;9,91%;-;428,68%;182,14%;153,29%;40,81%;-;20,84%;21,98%;0,42;-0,12;213.192,14 
07124064000143;Ace Capital Absoluto Instit Fc FIA;Grou Capital Ltda;Ações;Ações Livre; R$ 100 ; R$ 100 ; R$ 100 ;D+030;D+032;2,00%;20 % QUE EXCEDER 100 % DO IBrX;5/1/2005;3,85%;3,53%;6,60%;-27,76%;-12,10%;359,16%;46,18%;48,55%;-114,25%;-44,28%;20,94%;24,37%;-0,20;0,23;36.350,99 
34774642000160;Ace Capital Advisory Fc FI Mult;Ace Capital Gestora de Recursos Ltda.;Multimercado;Multimercados Macro; R$ 500 ; R$ 100 ; R$ 100 ;D+030;D+031;1,92%;20.0000% que exceder 100.0000  do CDI;30/9/2019;1,11%;9,39%;17,34%;29,08%;33,74%;103,41%;122,85%;127,64%;119,70%;123,48%;3,77%;4,38%;0,90;0,84;246.712,40 
34774662000130;Ace Capital Fc Mult;Ace Capital Gestora de Recursos Ltda.;Multimercado;Multimercados Macro; R$ 500 ; R$ 100 ; R$ 100 ;D+030;D+031;1,92%;20.0000% que exceder 100.0000  do CDI;30/9/2019;1,10%;9,38%;17,33%;29,07%;33,94%;102,61%;122,77%;127,55%;119,67%;124,19%;3,77%;4,33%;0,90;0,87;562.593,34 
35491165000198;Ace Capital Normandia Fc Mult;Ace Capital Gestora de Recursos Ltda.;Multimercado;Multimercados Macro; R$ 20.000 ; R$ 5.000 ; R$ 20.000 ;D+030;D+031;1,92%;20.0000% que exceder 100.0000  do CDI;2/12/2020;1,11%;9,51%;17,47%;28,66%;-;103,94%;124,52%;128,57%;117,97%;-;4,08%;3,99%;0,86;0,73;111.300,91 
42195900000181;Ace Capital Prev IQ 2 FI Mult;Ace Capital Gestora de Recursos Ltda.;Multimercado;Previdência Multimercado Livre; R$ 1 ; R$ 1 ; R$ 1 ;D+009;D+010;1,20%;20% que exceder 100% do CDI;31/8/2021;1,12%;9,70%;18,04%;-;-;104,46%;126,98%;132,80%;-;-;3,77%;3,97%;1,06;0,51;312.039,02 
42620514000190;Ace Capital Prev Itau II Fc Mult;Ace Capital Gestora de Recursos Ltda.;Multimercado;Previdência Multimercado Livre; R$ 1 ; R$ 1 ; R$ 1 ;D+004;D+005;2,00%;20,0000% que exceder 100,0000 do CDI;22/3/2023;-;-;-;-;-;-;-;-;-;-;-;3,18%;-;0,28;79.147,58 
38090128000166;Ace Capital Prev Red Fc Mult;Ace Capital Gestora de Recursos Ltda.;Multimercado;Previdência Multimercado Livre; R$ 5.000 ; R$ 1.000 ; R$ 5.000 ;D+004;D+005;2,00%;20.0000% que exceder 100.0000  do CDI;26/11/2020;1,06%;9,16%;16,70%;28,98%;-;98,89%;119,85%;122,91%;119,27%;-;3,67%;3,59%;0,77;0,65;416.320,39 
34867860000149;Ace Capital Red Fc Mult;Ace Capital Gestora de Recursos Ltda.;Multimercado;Multimercados Macro; R$ 20.000 ; R$ 5.000 ; R$ 20.000 ;D+030;D+031;1,92%;20.0000% que exceder 100.0000  do CDI;6/11/2019;1,11%;9,39%;17,35%;29,12%;33,94%;103,61%;122,88%;127,67%;119,88%;124,21%;3,77%;4,38%;0,90;0,78;198.472,63 
34804026000104;Ace Capital Synergy FI Mult Cred Priv Ie;Ace Capital Gestora de Recursos Ltda.;Multimercado;Multimercados Invest. no Exterior; R$ 1 ; R$ 1 ; R$ 1 ;D+060;D+061;0,45%;-;30/9/2019;1,30%;12,70%;23,40%;39,64%;48,95%;120,99%;166,24%;172,25%;163,18%;179,12%;7,05%;5,94%;1,27;1,17;189.649,09 
43759676000176;Ace Capital Vantage Fc RF LP;Ace Capital Gestora de Recursos Ltda.;Renda Fixa;Renda Fixa Duração Livre Grau de Invest.; R$ 1 ; R$ 1 ; R$ 1 ;D+000;D+001;0,90%;20,0000% que exceder 100,0000 do CDI;13/10/2022;0,86%;8,14%;-;-;-;80,53%;106,56%;-;-;-;-;1,58%;-;-0,13;275.471,03 
42479640000176;Ace Capital Vantage I FI RF LP;Ace Capital Gestora de Recursos Ltda.;Renda Fixa;Renda Fixa Duração Livre Grau de Invest.; R$ 1.000 ; R$ 100 ; R$ 100 ;D+003;D+004;0,90%;20,0000% que exceder 100,0000 do CDI;10/3/2022;0,95%;8,09%;12,37%;-;-;88,23%;105,84%;91,05%;-;-;1,86%;1,97%;-0,57;-0,44;415.881,58 
38180248000154;Ace Capital W Fc Mult;Ace Capital Gestora de Recursos Ltda.;Multimercado;Multimercados Macro; R$ 50.000 ; R$ 10.000 ; R$ 50.000 ;D+060;D+061;1,92%;20% que exceder 100% do CDI;30/9/2021;1,17%;11,69%;22,55%;-;-;109,18%;152,97%;165,96%;-;-;7,21%;7,51%;1,14;0,77;113.230,67 
36233817000157;Acesso Absolute Macro 2 Mult Fc FI;Santander Brasil Gestao de Recursos Ltda;Multimercado;Multimercados Macro; R$ 10.000 ; R$ 10.000 ; R$ 5.000 ;D+044;D+045;1,90%;-;13/10/2020;2,43%;9,69%;18,79%;40,59%;-;226,34%;126,86%;138,30%;167,06%;-;4,07%;4,32%;1,15;1,43;300.903,72 
37231005000135;Acesso Eb Capital Prefe Futures FI Mult;Santander Brasil Gestao de Recursos Ltda;Multimercado;Multimercados Estrat. Específica; R$ 100.000 ; R$ 100.000 ; R$ 1 ;D+000;D+001;0,80%;-;30/9/2022;0,30%;5,09%;-;-;-;27,76%;66,58%;-;-;-;-;4,69%;-;-0,93;134.981,35 
28750061000195;Acesso Global Income Mult Credpriv Ie Fc;Santander Brasil Gestao de Recursos Ltda;Multimercado;Multimercados Invest. no Exterior; R$ 10.000 ; R$ 5.000 ; R$ 5.000 ;D+001;D+005;0,90%;-;26/11/2018;2,12%;8,21%;8,45%;8,19%;25,43%;198,05%;107,42%;62,20%;33,71%;93,07%;6,81%;-;-0,63;-;24.430,18 
24986039000198;Acesso Kapitalo Kappa Mult Fc FI;Santander Brasil Gestao de Recursos Ltda;Multimercado;Multimercados Livre; R$ 10.000 ; R$ 5.000 ; R$ 5.000 ;D+030;D+031;2,20%;-;28/7/2017;1,80%;4,43%;10,26%;26,78%;37,38%;167,81%;57,99%;75,51%;110,22%;136,80%;3,22%;6,02%;-0,90;0,36;86.571,67 
30521927000138;Acesso Truxt Macro 2 Mult Fc de FI;Santander Brasil Gestao de Recursos Ltda;Multimercado;Multimercados Macro; R$ 25.000 ; R$ 2.500 ; R$ 2.500 ;D+030;D+031;0,40%;-;13/5/2019;0,48%;4,20%;10,74%;25,32%;31,17%;45,01%;54,95%;79,06%;104,23%;114,05%;6,29%;4,62%;-0,37;0,18;98.509,68 
43597596000161;Acesso Verde Am Mult Fc FI;Santander Brasil Gestao de Recursos Ltda;Multimercado;Multimercados Macro; R$ 10 ; R$ 5 ; R$ 5.000 ;D+059;D+060;0,40%;-;25/7/2022;2,12%;6,62%;12,31%;-;-;198,08%;86,60%;90,58%;-;-;5,55%;5,57%;-0,18;-0,10;30.726,14 
29549588000119;Active Portfolio Mult Cred Priv Fc FI;Banco Santander (Brasil) SA;Multimercado;Multimercados Livre; R$ 10.000 ; R$ 5.000 ; R$ 5.000 ;D+030;D+031;0,75%;10.0000% que exceder 100.0000  do CDI;28/3/2018;1,32%;7,35%;10,49%;8,81%;16,97%;123,59%;96,17%;77,22%;36,28%;62,08%;5,39%;9,67%;-0,48;0,03;723.153,76 
30593337000110;Adam Icatu Prev 1 Fc FI Mult;Adamcapital Gestao de Recursos;Multimercado;Previdência Multimercado Livre; - ; - ; - ;D+000;D+002;2,00%;-;26/10/2018;0,55%;6,15%;8,62%;15,07%;21,47%;51,24%;80,53%;63,46%;62,02%;78,56%;6,46%;6,88%;-0,65;0,14;16.381,95 
24078037000109;Adam Macro Advisory Fc FI Mult;Adamcapital Gestao de Recursos;Multimercado;Multimercados Macro; R$ 50.000 ; R$ 10.000 ; R$ 10.000 ;D+030;D+031;1,90%;20% que exceder 100% do CDI;29/4/2016;0,81%;6,78%;6,22%;3,91%;5,05%;75,31%;88,77%;45,76%;16,10%;18,50%;4,73%;6,84%;-1,35;-0,14;45.262,43 
24029438000160;Adam Macro II Fc FI Mult;Adamcapital Gestao de Recursos;Multimercado;Multimercados Macro; R$ 50.000 ; R$ 10.000 ; R$ 10.000 ;D+030;D+031;1,90%;20.0000% que exceder 100.0000  do CDI;29/4/2016;0,81%;6,80%;6,25%;3,87%;5,01%;75,67%;88,96%;46,03%;15,93%;18,34%;4,71%;6,84%;-1,35;-0,14;174.467,48 
23979285000150;Adam Macro Strategy Adv Fc FI Mult;Adamcapital Gestao de Recursos;Multimercado;Multimercados Macro; R$ 5.000 ; R$ 5.000 ; R$ 5.000 ;D+030;D+031;1,90%;20.0000% que exceder 100.0000  do CDI;30/6/2017;0,81%;5,71%;5,10%;4,89%;7,77%;75,15%;74,76%;37,52%;20,13%;28,43%;4,26%;6,43%;-1,74;-0,23;153.107,22 
23951048000180;Adam Macro Strategy II Fc FI Mult;Adamcapital Gestao de Recursos;Multimercado;Multimercados Macro; R$ 5.000 ; R$ 5.000 ; R$ 5.000 ;D+030;D+031;1,90%;20% que exceder 100% do CDI;30/6/2017;0,80%;5,64%;5,02%;4,79%;7,72%;74,56%;73,78%;36,93%;19,71%;28,25%;4,25%;6,42%;-1,76;-0,23;53.517,97 
35828705000186;Af Global Bonds FI RF Cred Priv Ie;Af Invest Administracao de Recursos;Renda Fixa;Renda Fixa Invest. no Exterior; R$ 1.000 ; R$ 1.000 ; R$ 500 ;D+015;D+016;0,50%;20.0000% que exceder 100.0000  do CDI;5/8/2020;2,03%;3,70%;10,86%;18,18%;-;189,05%;48,40%;79,93%;74,82%;-;3,67%;2,98%;-0,64;-0,29;45.793,53 
44025131000107;Af Horizonte FI Mult Cred Priv;Af Invest Administracao de Recursos;Multimercado;Multimercados Livre; R$ 1.000 ; R$ 1.000 ; R$ 500 ;D+059;D+060;1,00%;20,0000% que exceder 100,0000 do CDI;23/11/2021;1,43%;4,67%;11,97%;-;-;133,76%;61,19%;88,12%;-;-;0,96%;0,97%;-1,48;-0,18;198.737,05 
09720734000110;Af Invest FI RF Cred Priv Geraes;Af Invest Administracao de Recursos;Renda Fixa;Renda Fixa Duração Livre Grau de Invest.; R$ 1.000 ; R$ 1.000 ; R$ 500 ;D+000;D+001;0,40%;-;11/9/2008;1,14%;5,39%;11,60%;24,26%;27,90%;106,44%;70,49%;85,39%;99,85%;102,09%;0,92%;0,66%;-1,91;0,22;406.006,04 
29044189000104;Af Invest Geraes 30 FI RF Cred Priv;Af Invest Administracao de Recursos;Renda Fixa;Renda Fixa Duração Livre Grau de Invest.; R$ 1.000 ; R$ 1.000 ; R$ 500 ;D+030;D+031;0,50%;-;28/3/2018;1,21%;3,82%;10,37%;24,14%;30,15%;112,91%;50,04%;76,29%;99,37%;110,32%;1,57%;1,16%;-1,81;-0,02;321.842,88 
11209172000196;Af Invest Minas FIA;Af Invest Administracao de Recursos;Ações;Ações Livre; R$ 1.000 ; R$ 1.000 ; R$ 1.000 ;D+010;D+012;2,00%;15 % QUE EXCEDER 100 % DO Ibovespa Fechamento;1/2/2010;4,71%;32,25%;26,80%;7,87%;31,12%;439,71%;422,07%;197,27%;32,42%;113,89%;26,85%;20,36%;0,59;0,04;77.977,90 
50549909000171;Agatha 15 FI Mult Cred Priv Ie;4i Capital Ltda;Multimercado;Multimercados Invest. no Exterior; R$ 10.000 ; R$ 1.000 ; R$ 10.000 ;D+000;D+000;1,50%;-;9/5/2023;-;-;-;-;-;-;-;-;-;-;-;7,76%;-;-4,43;17.346,22 
34109690000133;Agora Arrojada Index FIA;Bram Bradesco Asset Management SA Dtvm;Ações;Ações Indexados; R$ 1.000 ; R$ 100 ; R$ 100 ;D+001;D+003;0,50%;-;30/12/2019;5,32%;30,46%;27,55%;-19,98%;25,89%;496,37%;398,64%;202,75%;-82,22%;94,74%;26,53%;35,65%;0,62;0,13;71.952,68 
34109663000160;Agora Dividendos Index FIA;Bram Bradesco Asset Management SA Dtvm;Ações;Ações Indexados; - ; - ; - ;D+001;D+003;0,50%;-;30/12/2019;-2,47%;2,84%;18,81%;5,44%;21,56%;-230,77%;37,19%;138,42%;22,41%;78,91%;18,10%;25,97%;0,35;0,06;23.235,01 
34109677000184;Agora Small Caps Index FIA;Bram Bradesco Asset Management SA Dtvm;Ações;Ações Indexados; - ; - ; - ;D+001;D+003;0,50%;-;30/12/2019;7,72%;21,17%;10,61%;-40,28%;-27,14%;720,29%;277,08%;78,08%;-165,80%;-99,30%;31,98%;40,54%;0,08;-0,37;13.443,52 
34109668000193;Agora Top 10 Index FIA;Bram Bradesco Asset Management SA Dtvm;Ações;Ações Indexados; R$ 1.000 ; R$ 100 ; R$ 100 ;D+001;D+003;0,50%;-;30/12/2019;3,81%;0,67%;5,32%;-0,77%;-0,98%;355,05%;8,79%;39,17%;-3,17%;-3,60%;21,74%;31,36%;-0,23;-0,22;17.221,21 
42120328000191;Aguas Emendadas FIA;Athena Capital Gestao de Recursos Ltda;Ações;Ações Livre; - ; - ; - ;D+030;D+032;1,50%;20% que exceder 100% do IBrX;16/7/2021;5,86%;15,23%;23,66%;-0,60%;-;546,29%;199,33%;174,15%;-2,48%;-;22,75%;22,54%;0,52;-0,47;191.154,90 
36672171000104;Alamos Compass FI Mult;Alamos Administradora de Recursos Ltda;Multimercado;Multimercados Livre; - ; - ; - ;D+001;D+004;2,00%;20% que exceder 100% do CDI;18/6/2020;1,47%;11,40%;15,07%;29,18%;45,58%;137,52%;149,21%;110,93%;120,09%;166,78%;4,14%;4,00%;0,34;1,20;22.083,07 
39281106000146;Alamos Selection Moderado Fc Mult;Alamos Administradora de Recursos Ltda;Multimercado;Multimercados Livre; - ; - ; - ;D+030;D+032;1,14%;10.0000% que exceder 100.0000  do CDI;17/12/2020;0,42%;3,20%;4,69%;15,31%;-;39,20%;41,86%;34,55%;63,03%;-;3,20%;6,70%;-2,44;-0,19;20.285,61 
12987743000186;Alaska Black FIC FIA Bdr Nivel I;Alaska Investimentos;Ações;Ações Livre; R$ 5.000 ; R$ 1.000 ; R$ 5.000 ;D+030;D+032;1,85%;20 % QUE EXCEDER 100 % DO Outros;24/1/2011;6,24%;43,34%;46,47%;22,00%;36,01%;581,81%;567,32%;342,03%;90,57%;131,77%;42,30%;39,04%;0,97;0,23;1.315.083,17 
26648868000196;Alaska Black FIC FIA II Bdr Nivel I;Alaska Investimentos;Ações;Ações Livre; R$ 1.000 ; R$ 1.000 ; R$ 1.000 ;D+030;D+032;1,85%;-;3/1/2017;6,34%;43,76%;46,92%;22,52%;37,10%;591,70%;572,75%;345,36%;92,68%;135,75%;42,34%;49,09%;0,98;0,38;305.555,35 
26673556000132;Alaska Institucional FIA;Alaska Investimentos;Ações;Ações Livre; R$ 1.000 ; R$ 1.000 ; R$ 1.000 ;D+030;D+032;2,00%;-;21/2/2017;4,02%;22,33%;27,94%;21,34%;37,65%;374,67%;292,31%;205,65%;87,84%;137,77%;21,49%;27,83%;0,71;0,61;1.231.259,18 
13001211000190;Alaska Range FI Mult;Alaska Investimentos;Multimercado;Multimercados Macro; R$ 5.000 ; R$ 1.000 ; R$ 5.000 ;D+014;D+015;2,00%;20 % QUE EXCEDER 100 % DO CDI;14/2/2011;1,62%;11,54%;18,45%;22,43%;23,70%;150,82%;151,00%;135,79%;92,34%;86,71%;7,17%;8,79%;0,64;-0,03;141.566,71 
36532530000128;Aldeota FI Mult;Genesis Capital Gestora de Recursos Ltda;Multimercado;Multimercados Balanceados; - ; - ; - ;D+090;D+091;0,50%;-;28/1/2022;4,29%;65,96%;145,96%;-;-;399,88%;863,30%;1074,31%;-;-;67,98%;66,63%;2,44;2,18;12.243,02 
00575922000127;Alfa Acoes Premium FIA;Alfa;Ações;Ações Índice Ativo; R$ 1.000 ; R$ 100 ; R$ 100 ;D+001;D+003;2,00%;-;3/5/1995;3,64%;3,39%;0,92%;-45,27%;-34,11%;339,28%;44,42%;6,76%;-186,35%;-124,82%;21,05%;28,76%;-0,44;-0,12;17.667,40 
36368646000173;Alfa Cash - FI RF Ref DI;Alfa;Renda Fixa;Renda Fixa Duração Baixa Grau de Invest.; R$ 100 ; R$ 100 ; R$ 100 ;D+000;D+000;0,15%;-;10/5/2021;1,12%;7,83%;14,12%;26,55%;-;104,68%;102,53%;103,96%;109,31%;-;0,09%;0,41%;5,04;2,66;575.716,01 
30056853000106;Alfa Centaurus - Fc de FI Mult;Alfa;Multimercado;Multimercados Livre; R$ 1.000 ; R$ 1.000 ; R$ 1.000 ;D+015;D+016;0,90%;20% que exceder 100% do CDI;18/11/2019;1,09%;6,07%;11,83%;18,04%;21,22%;101,31%;79,49%;87,08%;74,27%;77,64%;1,19%;2,25%;-1,30;-0,97;27.874,34 
33422090000168;Alfa Gemini Fc FI In Infra RF Cred Priv;Alfa;Renda Fixa;Renda Fixa Duração Livre Crédito Livre; R$ 100 ; R$ 1.000 ; R$ 1.000 ;D+030;D+031;0,80%;20% que exceder 100% do IMA-B 5;15/10/2019;1,50%;11,23%;12,57%;21,87%;29,71%;140,20%;146,98%;92,48%;90,03%;108,70%;3,25%;3,81%;-0,26;0,28;80.435,79 
48992682000192;Alfa Horizon FIA;Af Invest Administracao de Recursos;Ações;Ações Livre; R$ 1.000 ; R$ 1 ; R$ 200 ;D+030;D+032;1,50%;25,0000% que exceder 100,0000 do IBOVESPA;19/1/2023;5,52%;-;-;-;-;514,90%;-;-;-;-;-;22,50%;-;1,40;10.774,44 
03919892000117;Alfa I - FMP - FGTS Petrobras;Alfa;Ações;Ações FMP - FGTS; R$ 300 ; R$ 100 ; R$ 100 ;D+001;D+003;0,38%;-;17/8/2000;4,60%;41,52%;43,34%;170,12%;236,22%;429,37%;543,42%;318,97%;700,25%;864,39%;38,47%;42,82%;0,94;0,31;185.137,66 
04892367000118;Alfa II FMP FGTS Vrd;Alfa;Ações;Ações FMP - FGTS; R$ 300 ; R$ 100 ; R$ 100 ;D+001;D+003;0,70%;-;27/3/2002;7,44%;-20,73%;6,22%;-21,86%;52,90%;694,22%;-271,36%;45,82%;-90,00%;193,57%;32,85%;39,59%;-0,04;0,36;38.781,34 
